Date,Band,date.x,month.x,Microfilaria_Infected,num_fieldsinspected,field1_erythrocytes,field2_erythrocytes,field3_erythrocytes,field4_erythrocytes,field5_erythrocytes,average_erythrocytes,total_erythrocytes,heterophil,lymphocyte,eosinophil,thrombocyte,monocyte,basophil,H.L_ratio,total_leukocyte,notes,Species,Extraction_date,MF,pox_type,Sex,PCR_sex,use_sex,Plumage,Estado.reproductivo,Beak_length,Beak_depth,Beak_width,Tarsus,Wing.Chord,Mass,Pox_IUR,Pox_scale,Pox_size_lesion,season,trad_season,wet_dry,month.y,Microscopy,PCR,Body_condition
NA,SM2385,6-Feb-24,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SCA,3-Jul-24,pos,#N/A,M,M,M,2,0,14.63,9.12,6.41,22.56,67,20.63,I,A,4.31,5,3,wet,14,NA,PCR,18.16554793
NA,SM1876,6-Feb-24,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SCA,4-Jul-24,pos,Ref 1,M,M,M,5,0,5.6,8.84,6.2,20.53,70,21.47,U,NA,NA,5,3,wet,14,NA,PCR,20.82073495
NA,SMA2156,7-Feb-24,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FUL,2-Jul-24,pos,#N/A,U,F,F,0,0,7.93,6.01,4.64,18.48,59,12.17,I,C,7.76,5,3,wet,14,NA,PCR,11.55087449
NA,SMA2160,7-Feb-24,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FUL,3-Jul-24,pos,#N/A,U,M,M,0,0,9.59,7.41,5.9,18.98,61,15,U,NA,NA,5,3,wet,14,NA,PCR,13.86724776
NA,SM2726,8-Feb-24,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOR,1-Jul-24,pos,#N/A,M,M,M,5,CP2,12.02,11.43,7.68,19.5,68,19.86,U,NA,NA,5,3,wet,14,NA,PCR,21.50762154
NA,SM2720,8-Feb-24,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOR,2-Jul-24,pos,#N/A,M,M,M,5,0,13.5,12.95,8.56,20.9,74,28.23,U,NA,NA,5,3,wet,14,NA,PCR,26.30417781
NA,SMA2179,8-Feb-24,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FUL,3-Jul-24,pos,#N/A,M,M,M,5,CP1,8.47,7.67,6.83,16.61,61,14.33,U,NA,NA,5,3,wet,14,NA,PCR,15.10871681
NA,SMA2177,8-Feb-24,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FUL,17-Jul-24,pos,#N/A,M,M,M,3,CP1,8.69,7.68,6.71,17.78,62,13.09,U,NA,NA,5,3,wet,14,NA,PCR,12.90594294
NA,SMA2165,8-Feb-24,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PAR,17-May-24,neg,Ref 2,U,M,M,0,0,7.36,6.48,4.84,18.66,61,11.29,I,C,4.72,5,3,wet,14,NA,PCR,11.50102691
NA,SM2719,9-Feb-24,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SCA,4-Jul-24,pos,#N/A,U,F,F,0,0,13.55,7.82,6.12,18.96,65,17.39,U,NA,NA,5,3,wet,14,NA,PCR,18.29481651
NA,SM2735,14-Feb-24,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOR,1-Jul-24,pos,#N/A,U,F,F,0,0,10.96,11.34,8.94,21.1,69,17.84,R,NA,NA,5,3,wet,14,NA,PCR,16.28317645
NA,SM2732,14-Feb-24,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOR,1-Jul-24,pos,#N/A,M,M,M,5,CP3,11.43,12.66,10.46,19.57,72,22.95,U,NA,NA,5,3,wet,14,NA,PCR,24.66158988
NA,SM2733,14-Feb-24,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOR,1-Jul-24,pos,#N/A,U,M,M,0,0,8.92,9.42,8.19,20.19,68,17.69,U,NA,NA,5,3,wet,14,NA,PCR,17.76608999
NA,SM2734,14-Feb-24,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SCA,4-Jul-24,pos,#N/A,U,F,F,0,0,12.01,8.16,6.88,19.4,66,21.24,U,NA,NA,5,3,wet,14,NA,PCR,21.82654028
NA,SM2731,14-Feb-24,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SCA,17-Jul-24,pos,#N/A,U,M,M,0,0,13.18,8.44,7.89,20.08,67,18.17,U,NA,NA,5,3,wet,14,NA,PCR,18.02481867
NA,SM2750,20-Feb-24,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CRA,30-May-24,pos,#N/A,M,M,M,2,CP3,11.89,11.88,11.3,17.8,72,22.45,U,NA,NA,5,3,wet,14,NA,PCR,34.26862813
NA,SM1816,20-Feb-24,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CRA,30-May-24,pos,#N/A,M,M,M,5,CP5,10.35,11.01,10.51,20.64,79,30.69,R,NA,NA,5,3,wet,14,NA,PCR,38.78085092
NA,SM1745,20-Feb-24,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CRA,4-Jun-24,pos,#N/A,M,M,M,5,CP5,10.72,11.11,9.91,24.19,72,33.9,U,NA,NA,5,3,wet,14,NA,PCR,34.98180108
NA,SM2755,20-Feb-24,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOR,1-Jul-24,neg,#N/A,M,M,M,3,CP3,12.27,12.24,10.43,18.57,69,20.96,R,NA,NA,5,3,wet,14,NA,PCR,25.23639734
NA,SM2748,20-Feb-24,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOR,1-Jul-24,pos,#N/A,M,M,M,5,CP5,11.61,11.39,9.81,19.07,70,20.51,U,NA,NA,5,3,wet,14,NA,PCR,23.31197459
NA,SM2753,20-Feb-24,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOR,2-Jul-24,pos,#N/A,U,F,F,0,0,11.76,11.07,10.26,19.77,70,20.36,U,NA,NA,5,3,wet,14,NA,PCR,21.40129664
NA,SM2752,20-Feb-24,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOR,17-Jul-24,pos,#N/A,M,M,M,1,0,10.79,10.28,9.82,18.15,65,24.36,R,NA,NA,5,3,wet,14,NA,PCR,30.82185015
NA,SMA2219,20-Feb-24,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FUL,3-Jul-24,pos,#N/A,M,M,M,3,0,8.58,6.6,6.52,16.11,62,14.33,R,NA,NA,5,3,wet,14,NA,PCR,15.57070301
NA,DC783,20-Feb-24,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GAMO,15-May-24,neg,#N/A,M,M,M,0,CP5,14.78,NA,NA,32.32,111,44.37,U,NA,NA,5,3,wet,14,NA,PCR,47.57037239
NA,DC782,20-Feb-24,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GAMO,15-May-24,neg,#N/A,F,F,F,0,BP,15.1,NA,NA,32.25,105,44.85,U,NA,NA,5,3,wet,14,NA,PCR,48.41941323
NA,SMA2220,20-Feb-24,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PAR,15-May-24,neg,#N/A,U,M,M,0,0,6.9,7.23,6.6,16.1,60,13.39,U,NA,NA,5,3,wet,14,NA,PCR,16.36963467
NA,SM2751,20-Feb-24,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SCA,3-Jul-24,pos,#N/A,U,F,F,0,0,13.92,8.62,7.98,17.97,64,18.3,U,NA,NA,5,3,wet,14,NA,PCR,20.33847705
NA,SM2754,20-Feb-24,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SCA,4-Jul-24,neg,#N/A,M,M,M,4,0,15.19,9.68,8.22,19.13,68,19.67,R,NA,NA,5,3,wet,14,NA,PCR,20.50524128
NA,SM2747,20-Feb-24,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SCA,4-Jul-24,neg,#N/A,U,M,M,0,0,13.45,8.59,7.95,18.26,69,19.1,U,NA,NA,5,3,wet,14,NA,PCR,20.88258407
NA,SM2757,23-Feb-24,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CRA,17-May-24,pos,#N/A,M,M,M,5,CP5,13.09,10.74,9.87,23.6,80,21.26,U,NA,NA,5,3,wet,14,NA,PCR,22.64090405
NA,SMA2222,23-Feb-24,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FUL,17-Jul-24,pos,#N/A,M,M,M,2,0,8.93,6.94,6.82,16.51,61,13.95,U,NA,NA,5,3,wet,14,NA,PCR,14.79585059
NA,SM2760,26-Feb-24,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CRA,4-Jun-24,pos,#N/A,M,M,M,5,CP4,10.09,11.3,9.91,22.65,79,30.85,I,A,5.26,5,3,wet,14,NA,PCR,34.62275732
NA,SM2758,26-Feb-24,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOR,1-Jul-24,pos,#N/A,M,M,M,4,CP2,12.9,12.56,8.07,21.1,73,34,R,NA,NA,5,3,wet,14,NA,PCR,31.03295961
NA,SMA2223,26-Feb-24,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FUL,3-Jul-24,pos,Ref 2,U,F,F,0,0,8.14,7.15,6.32,16.02,59,13.17,I,D,20.41,5,3,wet,14,NA,PCR,14.38948916
NA,SM2761,27-Feb-24,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SCA,4-Jul-24,pos,#N/A,U,M,M,0,0,14.64,8.98,7,21.92,61,21.71,I,B,2.72,5,3,wet,14,NA,PCR,19.68802035
NA,SM2762,28-Feb-24,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOR,1-Jul-24,neg,#N/A,M,M,M,5,CP2,12.33,13.33,10.48,19.62,76,24,R,NA,NA,5,3,wet,14,NA,PCR,25.64758408
NA,SM2764,28-Feb-24,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOR,17-Jul-24,pos,#N/A,M,M,M,4,CP4,10.93,9.37,8.61,15.42,64,15.63,R,NA,NA,5,3,wet,14,NA,PCR,28.1616692
NA,SM2765,28-Feb-24,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SCA,4-Jul-24,pos,#N/A,M,M,M,4,CP4,15.24,10.07,8.81,18.03,69,21.25,U,NA,NA,5,3,wet,14,NA,PCR,23.53664326
NA,SM2766,28-Feb-24,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SCA,4-Jul-24,pos,#N/A,F,F,F,2,BP5,15.15,8.91,8.15,17.47,66,22.44,U,NA,NA,5,3,wet,14,NA,PCR,25.67048289
NA,LF4172,28-Feb-24,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SCA,4-Jul-24,neg,#N/A,F,F,F,0,BP,14.36,8.31,8.07,16.7,65,18.93,U,NA,NA,5,3,wet,14,NA,PCR,22.67771857
NA,SM198,28-Feb-24,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SCA,4-Jul-24,pos,#N/A,M,M,M,5,CP2,14.89,9.35,8.52,18.12,68,20.17,U,NA,NA,5,3,wet,14,NA,PCR,22.2268585
NA,SM1954,29-Feb-24,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CRA,17-May-24,pos,Ref 1,M,M,M,5,CP5,10.65,10.73,9.98,21.79,80,31.4,I,A,2.71,5,3,wet,14,NA,PCR,37.02489278
NA,SM2017,29-Feb-24,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CRA,30-May-24,pos,#N/A,M,M,M,5,CP5,11.06,10.79,9.37,22.24,78,31.61,I,A,3.41,5,3,wet,14,NA,PCR,36.31259373
NA,SM2768,29-Feb-24,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CRA,17-May-24,pos,#N/A,M,M,M,4,CP4,11.94,11.41,9.94,22.67,78,30.93,R,NA,NA,5,3,wet,14,NA,PCR,34.67345657
NA,SM2769,29-Feb-24,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FOR,1-Jul-24,neg,Ref 1,M,M,M,2,0,11.73,12.09,9.69,16.43,71,22.89,I,A,3.55,5,3,wet,14,NA,PCR,35.94133251
NA,SMA1821,29-Feb-24,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FUL,3-Jul-24,pos,#N/A,M,M,M,3,0,8.27,6.85,6.51,15.28,62,15.69,U,NA,NA,5,3,wet,14,NA,PCR,17.96066334
NA,SMA2226,29-Feb-24,Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FUL,3-Jul-24,pos,#N/A,M,M,M,3,0,8.63,7.96,6.96,14.51,58,13.57,U,NA,NA,5,3,wet,14,NA,PCR,16.34586672
NA,SMC123,6-Mar-24,Mar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GAMO,15-May-24,neg,#N/A,N,M,M,0,0,8.22,neg,neg,30.87,11.07,35.41,U,NA,NA,5,3,wet,15,NA,PCR,43.96376271
NA,SMC125,6-Mar-24,Mar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GAMO,15-May-24,neg,#N/A,M,M,M,0,CP5,16.3,neg,neg,20.47,106,45.97,U,NA,NA,5,3,wet,15,NA,PCR,212.20873
NA,SMC126,6-Mar-24,Mar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GAMO,16-May-24,neg,#N/A,N,F,F,0,0,7.36,neg,neg,28.61,4.48,31.91,U,NA,NA,5,3,wet,15,NA,PCR,50.51740186
NA,SMC127,6-Mar-24,Mar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GAMO,17-May-24,neg,#N/A,N,F,F,0,0,8.59,neg,neg,30.87,4.55,32,U,NA,NA,5,3,wet,15,NA,PCR,39.73003125
NA,SMC128,6-Mar-24,Mar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GAMO,5-Jun-24,neg,#N/A,N,F,F,0,0,7.84,neg,neg,30.28,3.06,33.1,U,NA,NA,5,3,wet,15,NA,PCR,43.71054411
NA,SMC124,6-Mar-24,Mar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GAMO,5-Jun-24,neg,#N/A,N,F,F,0,0,9.19,neg,neg,31.42,12.34,26,U,NA,NA,5,3,wet,15,NA,PCR,30.50888788
