observation_date,min_air_temp,max_air_temp,mean_air_temp,sea_temp,humidity,precipitation,sunshine_hours,clouds,,
3/4/2024,17,33.6,26.6,26.5,86,0,10.9,3,,
3/5/2024,17,33,26.3,26.7,90,0,10.7,2,,
3/6/2024,19.2,32.8,27.5,26.5,88,0,10.7,2,,
3/7/2024,21.9,33.2,28.4,26.8,88,0,10,3,,
3/8/2024,21.8,32,28.2,26.5,88,0,8.2,5,,
3/9/2024,19.8,30.6,27,26.7,95,5,3.5,7,,
3/10/2024,20,31.5,27.9,26.8,93,0,5.5,6,,
3/11/2024,21,31.2,27.1,26.6,88,0,1.1,8,,
3/12/2024,20.9,31.8,27.5,26.4,93,4,3.1,6,,
3/13/2024,20.5,32.3,27.3,26.9,91,0,8.9,5,,
3/14/2024,21.3,30.5,26.6,27.2,95,15,2.1,7,,
3/15/2024,21,31.8,28.1,27,94,4,2.1,5,,
3/16/2024,21.4,34.6,28.8,27.3,93,0,9.2,4,,
3/17/2024,22.1,35,28.8,27.5,89,0,4,5,,
3/18/2024,20.4,33,28.4,27.6,92,0,6.2,4,,
3/19/2024,21,32.8,28,27.5,88,0,6,6,,
3/20/2024,22.4,30.6,27.8,27.3,96,59,4.9,6,,
3/21/2024,21.7,28.2,26.1,27.5,97,88,0.4,7,,
3/22/2024,20.4,32.1,28.2,27.2,91,0,8.1,3,,
3/23/2024,22,33.5,28.2,27.5,92,0,10.5,5,,
3/24/2024,21.5,33.8,28.3,27.7,93,0,5.1,7,,
3/25/2024,20.9,30.8,27.4,27.5,92,0,3.9,6,,
3/26/2024,21.2,31.3,26.5,27.5,93,23,3.1,7,,
3/27/2024,19.8,31.1,27.3,27.3,94,0,10.2,5,,
3/28/2024,20.2,32.3,27.2,27.5,94,0,8.6,5,,
3/29/2024,21.1,32.3,27.7,27.3,96,0,10,3,,
3/30/2024,19.2,32.1,26.8,27.3,96,0,10.5,4,,
3/31/2024,19.3,32.5,27.1,27.1,96,0,10.3,5,,
